order_item_id,order_id,product_id,quantity,unit_price
360,138,92,5,111000
361,139,12,5,175000
362,139,58,1,197000
363,139,59,2,32000
364,139,66,4,39000
365,140,73,1,114000
366,140,72,4,189000
367,140,87,3,25000
368,140,93,1,89000
369,141,33,1,124000
370,141,96,2,112000
371,141,75,1,45000
372,141,6,4,5000
373,142,90,1,44000
374,142,70,1,198000
375,142,9,4,193000
376,143,37,4,193000
377,144,99,2,200000
378,144,99,4,200000
379,145,49,4,161000
380,145,49,4,161000
381,145,11,5,115000
382,146,84,3,78000
383,146,16,2,81000
384,147,68,2,140000
385,147,94,2,124000
386,147,1,1,160000
387,147,39,4,77000
388,148,69,4,157000
389,148,30,2,115000
390,148,59,3,32000
391,148,20,3,80000
392,149,93,1,89000
393,149,5,4,186000
394,150,31,2,153000
395,151,13,5,164000
396,152,58,5,197000
397,153,32,1,172000
398,154,57,2,181000
399,154,70,2,198000
400,154,97,1,154000
401,154,18,5,109000
402,155,30,5,115000
403,155,41,5,163000
404,155,77,3,71000
405,156,39,2,77000
406,156,85,5,74000
407,157,53,3,188000
408,157,36,1,126000
409,158,81,4,165000
410,158,72,4,189000
411,159,45,4,62000
412,160,90,4,44000
413,160,53,2,188000
414,160,39,4,77000
415,161,97,5,154000
416,161,61,2,50000
417,162,39,2,77000
418,162,60,1,113000
419,163,54,5,103000
420,163,68,2,140000
421,163,50,2,23000
422,163,33,2,124000
423,164,83,1,24000
424,164,58,3,197000
425,164,12,5,175000
426,165,7,3,142000
427,165,49,5,161000
428,166,10,2,55000
429,167,62,2,183000
430,167,43,3,197000
431,168,28,2,5000
432,169,96,4,112000
433,170,90,5,44000
434,170,91,2,59000
435,171,31,5,153000
436,171,42,3,28000
437,171,49,4,161000
438,171,69,3,157000
439,172,34,3,118000
440,172,66,4,39000
441,172,60,1,113000
442,173,98,3,10000
443,173,27,3,145000
444,173,41,4,163000
445,173,6,5,5000
446,174,95,2,20000
447,174,3,3,152000
448,175,38,2,173000
449,175,26,3,82000
450,175,30,4,115000
451,175,73,2,114000
452,176,71,3,161000
453,176,33,4,124000
454,176,93,4,89000
455,176,59,2,32000
456,177,22,2,112000
457,177,93,5,89000
458,177,63,2,123000
459,178,68,1,140000
460,179,86,1,86000
461,180,53,2,188000
462,181,9,2,193000
463,181,2,2,34000
464,182,48,1,67000
465,182,80,5,138000
466,182,62,4,183000
467,182,3,1,152000
468,183,2,1,34000
469,183,68,3,140000
470,183,69,3,157000
471,183,3,5,152000
472,184,23,1,102000
473,184,13,5,164000
474,184,20,2,80000
475,184,25,5,162000
476,185,46,3,55000
477,185,51,1,111000
478,185,48,4,67000
479,186,73,2,114000
480,186,90,2,44000
481,186,39,1,77000
482,186,84,1,78000
483,187,52,4,152000
484,188,71,4,161000
485,188,8,1,189000
486,188,90,2,44000
487,188,11,4,115000
488,189,83,3,24000
489,189,73,1,114000
490,189,68,1,140000
491,189,30,2,115000
492,190,35,1,59000
493,190,10,3,55000
494,190,70,5,198000
495,190,85,1,74000
496,191,41,1,163000
497,191,27,5,145000
498,192,97,4,154000
499,192,10,3,55000
500,193,73,2,114000
501,193,73,4,114000
502,194,50,2,23000
503,194,89,1,103000
504,194,65,3,36000
505,195,13,4,164000
506,196,10,3,55000
507,196,78,5,68000
508,197,100,3,102000
509,197,4,3,70000
510,197,58,4,197000
511,197,30,3,115000
512,198,56,2,42000
513,198,88,5,43000
514,198,85,4,74000
515,198,11,5,115000
516,199,32,1,172000
517,199,11,3,115000
518,199,20,4,80000
519,200,95,4,20000
520,200,41,3,163000
521,201,12,1,175000
522,202,57,3,181000
523,202,98,3,10000
524,202,14,2,174000
525,203,24,4,196000
526,204,72,5,189000
527,204,66,4,39000
528,204,14,1,174000
529,204,12,3,175000
530,205,77,5,71000
531,206,50,1,23000
532,206,38,4,173000
533,206,50,1,23000
534,207,74,5,145000
535,207,22,4,112000
536,208,18,3,109000
537,208,39,3,77000
538,209,19,1,108000
539,209,22,4,112000
540,209,36,4,126000
541,209,39,4,77000
542,210,47,3,11000
543,211,93,4,89000
544,211,77,5,71000
545,212,59,1,32000
546,212,18,3,109000
547,213,51,3,111000
548,214,43,4,197000
549,214,43,4,197000
550,214,84,5,78000
551,214,18,3,109000
552,215,78,2,68000
553,215,62,3,183000
554,215,23,4,102000
555,216,38,4,173000
556,216,74,2,145000
557,216,42,4,28000
558,217,51,3,111000
559,217,15,5,36000
560,217,26,5,82000
561,218,88,5,43000
562,218,4,4,70000
563,219,57,3,181000
564,219,89,1,103000
565,220,87,4,25000
566,220,18,3,109000
567,220,31,3,153000
568,220,85,2,74000
569,221,49,1,161000
570,221,58,5,197000
571,221,62,5,183000
572,221,52,5,152000
573,222,70,1,198000
574,222,47,5,11000
575,222,77,1,71000
576,222,14,2,174000
577,223,22,5,112000
578,223,6,5,5000
579,223,83,4,24000
580,224,56,1,42000
581,224,2,1,34000
582,224,34,2,118000
583,225,58,3,197000
584,225,51,4,111000
585,226,45,1,62000
586,226,62,1,183000
587,227,54,1,103000
588,227,15,2,36000
589,227,45,3,62000
590,228,59,2,32000
591,228,67,4,123000
592,228,45,4,62000
593,229,57,4,181000
594,230,9,3,193000
595,230,6,1,5000
596,230,3,3,152000
597,231,87,2,25000
598,232,67,2,123000
599,232,71,2,161000
600,233,72,4,189000
601,233,60,2,113000
602,233,52,2,152000
603,234,82,4,75000
604,234,51,1,111000
605,235,58,5,197000
606,235,55,4,107000
607,236,91,2,59000
608,237,36,1,126000
609,237,74,1,145000
610,238,47,3,11000
611,238,26,4,82000
612,239,34,4,118000
613,240,77,4,71000
614,240,79,4,168000
615,240,76,1,126000
616,241,46,4,55000
617,241,80,2,138000
618,241,87,3,25000
619,242,87,2,25000
620,243,16,2,81000
621,243,40,1,174000
622,243,24,3,196000
623,244,66,4,39000
624,244,54,5,103000
625,245,74,4,145000
626,245,55,2,107000
627,246,82,5,75000
628,246,89,2,103000
629,246,72,2,189000
630,246,63,3,123000
631,247,24,3,196000
632,247,58,5,197000
633,248,46,1,55000
634,249,18,2,109000
635,249,50,5,23000
636,249,65,4,36000
637,249,53,4,188000
638,250,91,4,59000
639,250,63,2,123000
640,250,11,5,115000
641,250,4,2,70000
642,251,5,3,186000
643,251,29,5,78000
644,251,37,2,193000
645,252,73,4,114000
646,252,71,5,161000
647,252,15,5,36000
648,252,15,3,36000
649,253,70,1,198000
650,253,98,4,10000
651,253,70,2,198000
652,254,14,2,174000
653,254,39,1,77000
654,254,58,3,197000
655,254,45,1,62000
656,255,16,2,81000
657,255,27,5,145000
658,255,89,3,103000
659,255,91,5,59000
660,256,22,5,112000
661,256,18,2,109000
662,256,27,1,145000
663,256,73,3,114000
664,257,77,5,71000
665,257,22,3,112000
666,257,91,3,59000
667,258,74,3,145000
668,258,66,1,39000
669,258,18,4,109000
670,259,36,2,126000
671,260,32,2,172000
672,260,92,3,111000
673,261,98,4,10000
674,261,63,2,123000
675,262,81,4,165000
676,262,49,4,161000
677,262,10,1,55000
678,263,66,3,39000
679,263,89,3,103000
680,263,59,4,32000
681,263,42,5,28000
682,264,100,1,102000
683,265,82,3,75000
684,265,9,5,193000
685,265,51,2,111000
686,265,55,2,107000
687,266,35,3,59000
688,266,37,3,193000
689,266,71,5,161000
690,266,17,5,84000
691,267,44,1,177000
692,267,6,1,5000
693,267,81,4,165000
694,267,3,1,152000
695,268,57,4,181000
696,268,1,4,160000
697,269,89,2,103000
698,269,84,3,78000
699,270,36,1,126000
700,270,84,3,78000
701,271,11,3,115000
702,271,86,2,86000
703,271,7,4,142000
704,272,93,2,89000
705,272,55,1,107000
706,272,91,1,59000
707,273,28,4,5000
708,274,17,5,84000
709,275,67,4,123000
710,275,2,1,34000
711,276,16,4,81000
712,276,89,2,103000
713,276,62,1,183000
714,277,50,1,23000
715,277,94,1,124000
716,278,41,3,163000
717,279,18,4,109000
718,279,100,2,102000
719,279,83,2,24000
720,280,68,5,140000
721,281,79,2,168000
722,282,45,2,62000
723,282,81,2,165000
724,282,53,5,188000
725,282,88,4,43000
726,283,12,1,175000
727,283,18,1,109000
728,284,45,4,62000
729,284,41,2,163000
730,284,32,3,172000
731,284,83,1,24000
732,285,71,5,161000
733,285,77,5,71000
734,286,100,1,102000
735,286,85,3,74000
736,286,27,5,145000
737,287,96,4,112000
738,287,38,1,173000
739,288,64,4,147000
740,288,15,2,36000
741,289,82,5,75000
742,289,10,5,55000
743,289,2,3,34000
744,289,41,2,163000
745,290,73,4,114000
746,290,47,5,11000
747,290,88,2,43000
748,290,98,4,10000
749,291,3,5,152000
750,292,2,3,34000
751,293,6,1,5000
752,293,51,5,111000
753,294,81,5,165000
754,294,99,4,200000
755,294,55,4,107000
756,295,82,5,75000
757,296,36,1,126000
758,296,40,1,174000
759,297,20,5,80000
760,297,42,4,28000
761,298,40,4,174000
762,299,8,2,189000
763,299,12,4,175000
764,300,59,5,32000
